order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
e3a613296feb5257b1c9e5d30e68fa17,1,7275f6c6f893e6cb5d7c16480a024703,752db2315dbd2e3243d3f5ca1042611e,2023-01-22 22:05:03,3099.0,95.71
c574ca9088bf6aae43c54c8474a3ca63,1,7e2acfa7055c94efcafc5b424dc18b1e,63c8cd9d7785e4fc455496a6e9735e9a,2023-02-13 19:35:32,1299.0,75.63
3f0bfaecfe5cfbce880025d32e65e418,1,e504d7654475e1b713ea46626a85bc73,3af51171579ae06e760c402ee0fb7afd,2023-06-07 21:23:22,2299.0,114.31
71f823fe2b12678117a610b1e0baad60,1,ce05a34076660ca0cdd20e6ccf87365c,6fe128f73232ba3b3cb355dffb950822,2023-08-19 21:42:56,1399.0,81.13
71f823fe2b12678117a610b1e0baad60,2,859e6b06fee7014e57d66f5b6659e677,5e89f388393304371bcbc7a23708715c,2023-08-17 21:42:56,2999.0,81.39
3f356194535ed4b59150f189179d1292,1,e3ad3463334954495b75dc1e7f9eb7ca,66ea17dd3b0e63c0b3920d5bba2952d6,2023-10-29 18:33:22,1799.0,46.05
3f356194535ed4b59150f189179d1292,2,d014d9521048a79b3ffe76ea7e99b347,f9cc3fc0596d438e554d5831d4a06b54,2023-11-02 18:33:22,2049.0,52.65
a244225b538ffdfdf27b512edbe7b95f,1,1cc3f56d397128691f87ac09fce6457a,ba74cc6f05b4dc9262af061a41d29bfb,2023-10-30 23:03:05,3349.0,87.28
a244225b538ffdfdf27b512edbe7b95f,2,09169f259fa691c6cea8463cd35eab31,23dcc7153d896374da2bffc0a3afa547,2023-10-29 23:03:05,7099.0,122.21
c3943bd3a0faaa7986b6b2015800f419,1,434e7ef23200e2a8c16dac19586855c8,5dbe54119014a360e8f0fed2d867dea6,2024-07-19 22:54:38,799.0,7.99
47944ae3e7ffd9fd4eb131438358e535,1,a0815264a3f3b07fdd0174549b7a4de5,10f8b374cbec11c7eefdf53b59450c1d,2024-08-17 16:51:00,2509.0,25.09
47944ae3e7ffd9fd4eb131438358e535,2,033615ab53398790ef00a4668451e005,1794ad34f8b96abbbebd6208924ce9af,2024-08-19 16:51:00,799.0,99.22
8255493d124731ea9fcbce01a0e1dc18,1,0ccf587a9d28168069858e505808c953,252f67d9c1f3cd9586e553a866d6015c,2024-09-30 13:07:09,4399.0,119.22
8255493d124731ea9fcbce01a0e1dc18,2,da078c336263f42bf1ddd6796453fb0d,2b7dcb3e3589f343c30b7bbba3652af8,2024-09-30 13:07:09,5609.0,132.98
8255493d124731ea9fcbce01a0e1dc18,3,19a462b36d477c66b51aac70e664ed12,8079ff5955e67cdf1e878f58f1597f69,2024-09-29 13:07:09,4999.0,69.64
bbca285ccbaa8efaea1ebc16e12f2655,1,d7aa5a25002961436971d37f20982499,6f100420940e251b64ed4cd4689a269d,2024-11-03 23:15:07,74899.0,600.0
d8263e2f3e5e1a54700c35b0c8d02633,1,8d712b332e43a4efc64101b8b770d781,b473ef01c9bc51cc80c3bedc5fe6cce9,2024-12-04 22:40:44,1249.0,138.43
d8263e2f3e5e1a54700c35b0c8d02633,2,7a8c431e9dc332c01db1e15a79a88f2a,dbeb443427c0933db22a2a90ca8f4cd8,2024-12-09 22:40:44,13449.0,226.73
6f035f1bc0341359694187b4ee68124b,1,471ce730f4b18fe336728d41cf69d5b9,2a4258204bbcc28cfd891c83a00ac100,2023-01-22 20:19:02,18249.0,286.42
c1f4d41e269b10a0ea1067ab6ad58f68,1,1d2d8b180338d39a8fff49061d6ffa4d,f140c55b242467a90a4f9e68474ba973,2024-11-11 23:21:13,1399.0,41.17
5451c0522d464e31583da0a249c294b5,1,dd6d4a72d21159997cc90102bb0f8abb,23dcc7153d896374da2bffc0a3afa547,2023-10-10 23:41:06,78249.0,600.0
5451c0522d464e31583da0a249c294b5,2,c6edf2e369e904828e2e4a4549187082,ac7db940902162d41889dfabfef2ebf3,2023-10-12 23:41:06,4649.0,118.99
5451c0522d464e31583da0a249c294b5,3,9f7b479db0439c5e23ff05fff53a76b9,4fbb31caafdab0b3323ae3d455d4618c,2023-10-11 23:41:06,2599.0,26.74
5d38ce0ad94cce65618db19a127244bd,1,065ddb3af24961bcd65e67af7e5893f8,8079ff5955e67cdf1e878f58f1597f69,2023-11-24 18:23:00,909.0,48.07
16dd6104802d4b904d6df3bbcb9765df,1,c8453a97458b409cdf0b80732f604112,93cc6250dfadd5dec8d9085d5e6aabd5,2023-01-22 20:57:03,40749.0,438.32
ce3cfabeeadd4277c1069d8bab922732,1,c5d0cc4502ea7109bc8aa6e12f49dc6a,4b7bd5cf10cdac3ce9da6a6862a1bc30,2023-10-06 18:39:15,14799.0,228.33
ce3cfabeeadd4277c1069d8bab922732,2,da0677af4d3bb6cbd5e9e14d00dfb0cf,94caa77966682c7a6b2da0c86d0df6cc,2023-10-09 18:39:15,18749.0,242.63
ce3cfabeeadd4277c1069d8bab922732,3,24713291ec742456c1ba3ed8569a45fb,114f9c698479a868cdd6111db03bd48c,2023-10-07 18:39:15,6199.0,111.57
58da3abbac15dfa8791a2700988c564e,1,809f0ed82b28542ee97cc5b7f90abf35,1ea33543ed1298c61d64d798d48f590d,2023-10-26 22:13:54,6299.0,78.8
58da3abbac15dfa8791a2700988c564e,2,4a5f1bd11caf0f4bb10dc131f63ce2a8,2b068224e016105a661cc05b3d8abec0,2023-10-30 22:13:54,109.0,128.8
58da3abbac15dfa8791a2700988c564e,3,574976a2e92a7008550ce932c84e7898,3fe7c5b1dfb7ea1264de3e3419301068,2023-10-29 22:13:54,13399.0,212.74
24088d2a154040f96b9a01130165d284,1,bf76cb0637c59b28447c74792a8b0114,0a99ad2dbdd09119eaa44feb0bb2c15d,2023-12-24 18:58:39,1199.0,76.21
61e71850132016ed7c7d1f34a64b67f2,1,88ba8906ce5da07772e26eb0b6d00974,11dcd564262b83e712c01de20f8e84b5,2024-01-17 17:53:16,2699.0,72.63
61e71850132016ed7c7d1f34a64b67f2,2,2aa9aedb9c14e28e566f29c8c4d91ed7,896b1ce57ac2681a48b3ae1c8ee3b86f,2024-01-16 17:53:16,23149.0,231.49
dad2a22f81856a0afd07696bbbd6537f,1,518157ec168a414c2c07ad8b9a607bbb,2a591d4e04c1cd23862ba498f9ec5c46,2024-03-22 19:48:49,999.0,98.64
0704a69f80473b86af541d8be5a2bb4e,1,5583599edbd85d1aa78f6c3a5ed9ab17,c63b6f8d13cd04549cf092b260104d98,2024-04-05 21:32:47,2999.0,112.26
4d0b7251536ed1447fa92feb18cc6a68,1,17b9cb2235b3c81b422b6dd37b0f7e67,a97b3e84757af5c6ae5b9a2a29f6f411,2023-08-08 18:02:59,699.0,6.99
41ad8845ca0ab98d8e5ac95d5a10fa4c,1,99117144a47f9f30f1545cec83a689c0,82a6073f579ab1f22af3c7aa62e1f447,2024-08-06 20:24:48,2199.0,21.99
f23bc5eb626505bbb063202bbe189297,1,a01480c51ab3bff03f2d3975f80bd52f,d9792999bc03fa30d1f0f71433de7cff,2024-10-10 14:07:55,2749.0,51.6
f23bc5eb626505bbb063202bbe189297,2,264655f7c0148d40b940d8a69d1c91d5,831730f0e07db6801064050878917aa4,2024-10-07 14:07:55,4249.0,55.29
f23bc5eb626505bbb063202bbe189297,3,61e5c2d8314de22752b1ef5224363b68,62cf3e459017bcfc1eabcd20838c63c6,2024-10-09 14:07:55,8899.0,157.14
8cc6e528334d6d1b9e049609c4b1f149,1,695400020de5fc7e003bd8ee52e34c1d,e85f688c696fff5920867eddcec6a39d,2024-04-20 12:29:02,699.0,69.65
8cc6e528334d6d1b9e049609c4b1f149,2,5df2c97172d4b7094af8d8556ac3070b,5a7880ffb837534ecfaa981678492915,2024-04-22 12:29:02,5849.0,102.47
8cc6e528334d6d1b9e049609c4b1f149,3,76fdee0f8cf8ae67369be61a91cbdc61,9652a34523668e9cfd951d5b3364e7d5,2024-04-17 12:29:02,3049.0,105.41
597e71f770d0f79cf3ff4ad3dfab1472,1,9f1a894f9bbadc13057a3e7b3ba61cf7,87fd7875f571661d5637ade6e3dfa39a,2023-06-10 12:24:48,1399.0,57.94
82356b1a75d847a908abff2ce0bb1582,1,d2f74699de7508c4f112b3d3740d32e7,6b749a85bd55ff1ad56b2a94c14f3099,2023-11-06 17:43:36,8799.0,152.49
29f82b76a7582596fd559865ed83731b,1,00a118c8b30055f25a5355111d198a6c,873f436ac2e0e701a2cfe94afa8d1a5e,2024-05-30 12:14:39,1499.0,123.64
29f82b76a7582596fd559865ed83731b,2,a1c9139a4d27d77cee919bb0d7a9c785,9eb218811f30707b83e34520b0b41c28,2024-06-02 12:14:39,849.0,92.96
98a1e83a72639d7423050abd0d84a09e,1,5c37f9fdf06ce6a33167038fd0fb2edb,7eb5fad3a2bd6a4c349d8eef143a87df,2023-02-15 19:39:07,18899.0,268.35
98a1e83a72639d7423050abd0d84a09e,2,df67f96e25b3a9efddab89718692f1cb,77dab7f65206b93874b4a95362da4206,2023-02-18 19:39:07,949.0,70.16
98a1e83a72639d7423050abd0d84a09e,3,dbaef92bca4192d75c1e83073a03982a,55b2a2e3338b9c3d7292158287530041,2023-02-15 19:39:07,2399.0,133.69
a14634a13ae78720ccdedd17674e88a2,1,24904ba2235422cd3cc90d1969f4e4dc,816949ac1c1fa16957bb007ece4c5b74,2023-04-06 23:17:03,3699.0,95.13
cc807682588c13a121031c5c1c2b801b,1,8d712b332e43a4efc64101b8b770d781,9deadb96cad8064e12fceac81ddd8eb3,2023-05-06 19:14:37,1199.0,88.25
cc807682588c13a121031c5c1c2b801b,2,ea7ce3dde5379e47008165307eb6a0a0,2c7122ab8596b9c2a8c76620a1a103ba,2023-05-09 19:14:37,1449.0,114.02
e18fc259fa8016a5d194abfb45b00892,1,c90092fc8e514c536a72a8f54d19e1b1,76144b30bfe67ca0301ba2ae4488f973,2023-06-02 11:05:43,5849.0,134.37
e18fc259fa8016a5d194abfb45b00892,2,b646cebadfacaffd60f046182093aa10,4232690c05997c7c874aa2a791e02ffb,2023-06-02 11:05:43,9399.0,192.39
e18fc259fa8016a5d194abfb45b00892,3,90b9500dbeecb1c0bf91d86566baf595,44cfb7db90a9b955129080f6cc0aa5c1,2023-06-06 11:05:43,6699.0,167.93
fb58cd672af5465d17a62306888f3632,1,ba8253b783e6ac74f5208341634b8855,26f444759bf8cccbde9700aa993eafc7,2023-07-06 16:24:26,1949.0,90.57
bcbddc5a0677209dd5ad7d9943c5dd54,1,2df04c1365addb67ff6aacf97d259075,c1ba52f39ddca29a68e80d6324e98333,2023-08-12 19:55:59,40549.0,411.36
83a51c87535eab3abecfbb139bd1974a,1,34ee904239231212e6aadb45128962ec,bcb59adf0c1ab189c687ecb3748d66fb,2023-10-04 19:03:58,6099.0,125.06
83a51c87535eab3abecfbb139bd1974a,2,969bc6165fbcfc59a3a16a1e49f887f5,2053c12170b88fcae37cfb841a0fc2ed,2023-10-03 19:03:58,1849.0,120.31
082f0e2bf30cf6889422f5c417b22d2b,1,d3e2d5cf02e9b11e8ff0575b735084b4,fcd3a6a57561c74224710326ca29b2f6,2023-10-29 15:58:51,23909.0,297.88
a885da0148de320efe2f043b556e5f2a,1,368dfdb3f3ec640f45397ceb9a38c9eb,28e6035f0dd48226a47403fd42478c08,2023-11-03 18:21:20,15909.0,232.3
a885da0148de320efe2f043b556e5f2a,2,8b4a1c0e168034b96b99742c3bfd2c30,32f1f21d1d1600041acfbc232fe22e51,2023-11-04 18:21:20,8949.0,136.85
1a5910fb667eac3c90fed7a71dfa1eb2,1,485d929bc1f78f3fce5984b5f024f1e1,d9792999bc03fa30d1f0f71433de7cff,2024-05-02 21:33:54,13599.0,235.11
1a5910fb667eac3c90fed7a71dfa1eb2,2,7937b875aec34f4c091dfd79d6f8aa4c,4e7e48d012ef14dbe76bad6190508287,2024-05-06 21:33:54,3199.0,88.09
1a5910fb667eac3c90fed7a71dfa1eb2,3,59ac1039b8b07ed30e629737f266ce1d,b08eb110bd285aaf0b661e80748d624f,2024-05-02 21:33:54,1149.0,65.21
2bedda3ec1b25f251ec8aa318cf42fe1,1,f5338479c64c0426e9f58c542f89dc27,8b2fd7ff8472cb7018ae2b468f319f74,2024-07-27 21:28:55,12009.0,120.09
591ba16a96f0e70161ec43a54208ec6d,1,d2664ba62d3367821cf265a3be240a21,f341d386526b199384140c4ae6798fa9,2024-10-24 17:53:43,137799.0,600.0
e4f8af621751e7e6a827a20960f48019,1,eefe32da3b7d9c3a266f794c54554f3c,621eaefd4c261ec1ad71b232bedff206,2023-11-17 22:02:59,5899.0,128.76
30d81e0010b001e887a89e6a0c5727e1,1,4a2abfc98bc77cad7f18ce69fe3a6433,4138e4e34c9887b58ccda2658547f2d7,2024-10-12 18:40:34,2049.0,156.2
3ebfe56873db898c118875059568516f,1,8ddc0889aab29bb552f46030a5d9801a,74f73b8de842b3739b97a3e5356dc3dc,2024-03-13 20:48:32,3099.0,164.21
e7b4d1772fe2af035d57bba6cb8b2f62,1,5eb0dbf91d34d86d720c66802b4697f2,41290acbec65d77b2a7aee0a14cc86da,2024-11-07 21:57:14,409.0,4.09
202f5a8b7316da0431a44f2ee5533c8a,1,9f92bb3fed7393cf03c508b37ef1fdb9,bfa94bbb184bb3240e880b307149a695,2023-02-08 18:44:59,79799.0,600.0
202f5a8b7316da0431a44f2ee5533c8a,2,47952f26e7bb1ca95b86ef2bb04b6201,2bef6f8f3082e622bfa4419c83ff5c72,2023-02-10 18:44:59,41849.0,480.84
202f5a8b7316da0431a44f2ee5533c8a,3,486a58ba642874e4d81011387dbc89c4,cb0761f50d76f605f87c34e65fe91a38,2023-02-06 18:44:59,249.0,93.63
84524d6b2a5978790d66afb4b65268b0,1,d2906ec940d833c377b444dec730a318,b43b6e191bc1ffd1bbb909c24a9e4b37,2023-08-01 15:26:05,3599.0,80.39
84524d6b2a5978790d66afb4b65268b0,2,5a19862db160a9af57b36815a9b36bc1,d92cf7713b1d6f7f0d3a86a4e99141e3,2023-07-30 15:26:05,6409.0,165.68
61d817a0b7a97fbc9e71cedf2ba50d36,1,2cb4fdc515f887cd5f306cf002cabf0d,e0a04087d59344446a1a56870f07f5a9,2023-08-26 13:13:53,649.0,91.15
5eedd1ebb4854d78367435ed533a6ba3,1,84e4ab9117e068c69eb1269a17dfaa54,4df5b3ac1b857c3213196d5f73d9cf7b,2023-10-14 20:17:33,7799.0,107.99
27b6736448db3d0b7f4f361f596e339f,1,f6f92134f784ca747732d74f5e56537e,66455346c84e6de0657660cf95b763fa,2023-11-04 11:38:45,5149.0,115.62
1bddcaaa1050ff224a1a44eb12470554,1,cdeaddc8d328974d36e54b3b7e3fea53,93835d9c81e05481d4cc072f25ac08e1,2023-11-06 16:51:22,2899.0,82.51
1bddcaaa1050ff224a1a44eb12470554,2,3721a00942c1a58ac6a133b5f9003aae,c1c363766bd55b1151b67e7e74994426,2023-11-08 16:51:22,6999.0,86.24
677beec41f30f5c5bd2270b26dc222ea,1,7cd49b6e29ddef1f4e5ac8332637b6ba,fbd01124daabbd8259a7828bbc8e9141,2023-11-12 23:55:42,749.0,92.56
48f076cd235b102a35a0e968e72e0f92,1,e16d79d43f510a755f9e20322056069e,d10cbbc75c0d57d597d16035152e67c8,2024-05-08 19:32:34,4449.0,113.87
c07a7380450f008609632b33accbabf8,1,2f16aa33e0bc2b4613ded9630c61607a,972ae1e39fc3ea77896889d1e0324a3d,2024-09-22 19:46:50,5609.0,58.45
c07a7380450f008609632b33accbabf8,2,fff5481322407040ae3598ef24bd7488,7eb5fad3a2bd6a4c349d8eef143a87df,2024-09-20 19:46:50,4099.0,61.16
a53beaabbf240fce9923155973c30eaa,1,4415b6102621c1240b10be4238df2cb9,6125c701cd08a45c54f6f7180574de66,2024-12-16 18:47:53,9199.0,198.29
b58884d365d7e44895b594eabb82c1d5,1,9f7b479db0439c5e23ff05fff53a76b9,8e9e397199421a54ae78466b8179ae5d,2023-06-02 21:30:13,1099.0,99.03
cc8f04d944ae3be5af26690fdb2c3974,1,31e9023d71cb25d5899c9e3e967e8b35,9ccbff951659d1dc0cbf7b53ff3607ac,2023-07-09 16:16:55,2999.0,115.44
c50ccde7319d634593b7bd41b463d9aa,1,0440cb27befacfa89775f314611f0bd5,9df195bc54c8c043c9925da64d24690c,2024-11-01 14:04:58,2849.0,65.73
d39c993dc55558461b45610164d975f5,1,5f29d01b77c2a334e8ca76dfaf2bbcc1,3a00187dce0e949376a5939fc799e85f,2023-08-19 12:08:10,1699.0,91.73
d39c993dc55558461b45610164d975f5,2,02dc5db701505e35fe0e8235f3dae409,71de62bc1da28ea37d103244111c015a,2023-08-17 12:08:10,149.0,112.71
1831b697ad7d697aa98deea80e9194bb,1,131ad15f3d4f49360b3aac4b7f89d854,ba06e5f669e375c714a780602505d7ba,2024-03-27 16:05:58,3349.0,103.25
457b4469de6b6b0adae748e7eb2ac554,1,f6de1792e3b639bd47d71ee5e2f2f319,87202c94556a27a8c1e3a249ab2c46a2,2024-11-12 16:07:04,31499.0,337.4
